Classifier,AUPR,PREC,F1,SP,SN,BACC,MCC,ACC,AUC
FNN,0.944 ± 0.079,0.556 ± 0.416,0.600 ± 0.432,0.833 ± 0.236,0.667 ± 0.471,0.750 ± 0.204,0.526 ± 0.410,0.750 ± 0.204,0.917 ± 0.118
