Classifier,AUPR,PREC,F1,SP,SN,BACC,MCC,ACC,AUC
FNN,0.986 ± 0.014,0.945 ± 0.048,0.946 ± 0.027,0.941 ± 0.054,0.950 ± 0.055,0.945 ± 0.027,0.895 ± 0.051,0.945 ± 0.026,0.981 ± 0.024
