iter	Passed	Remaining
260	1590	4502
261	1596	4497
262	1602	4489
263	1609	4487
264	1617	4485
265	1624	4483
266	1631	4478
267	1639	4476
268	1645	4471
269	1650	4463
270	1657	4458
271	1663	4453
272	1670	4448
273	1675	4440
274	1681	4431
275	1687	4426
276	1692	4418
277	1699	4413
278	1705	4407
279	1712	4402
280	1718	4397
281	1723	4389
282	1730	4383
283	1736	4378
284	1740	4367
285	1748	4364
286	1754	4359
287	1761	4354
288	1766	4346
289	1772	4340
290	1779	4335
291	1784	4327
292	1790	4319
293	1796	4314
294	1802	4308
295	1810	4305
296	1815	4297
297	1823	4295
298	1828	4287
299	1836	4284
300	1842	4279
301	1850	4276
302	1854	4265
303	1861	4262
304	1866	4252
305	1872	4247
306	1879	4241
307	1884	4233
308	1889	4225
309	1894	4217
310	1898	4207
311	1905	4201
312	1909	4191
313	1917	4188
314	1923	4183
315	1927	4172
316	1932	4164
317	1936	4154
318	1943	4148
319	1951	4146
320	1957	4140
321	1962	4133
322	1970	4130
323	1975	4122
324	1981	4114
325	1986	4106
326	1991	4099
327	1998	4094
328	2005	4091
329	2012	4085
330	2017	4078
331	2024	4072
332	2030	4067
333	2035	4059
334	2039	4049
335	2047	4046
336	2053	4040
337	2060	4035
338	2065	4027
339	2072	4022
340	2078	4017
341	2086	4014
342	2091	4006
343	2098	4001
344	2104	3995
345	2111	3990
346	2117	3984
347	2122	3977
348	2129	3971
349	2136	3968
350	2143	3962
351	2149	3957
352	2156	3952
353	2162	3946
354	2166	3936
355	2173	3931
356	2179	3925
357	2186	3920
358	2188	3908
359	2194	3900
360	2200	3895
361	2207	3889
362	2213	3884
363	2217	3874
364	2222	3867
365	2230	3863
366	2235	3855
367	2242	3850
368	2246	3840
369	2250	3831
370	2256	3825
371	2262	3820
372	2269	3814
373	2273	3805
374	2280	3800
375	2286	3794
376	2291	3787
377	2298	3782
378	2305	3777
379	2313	3774
380	2318	3766
381	2323	3759
382	2330	3755
383	2333	3743
384	2337	3734
385	2344	3729
386	2351	3724
387	2355	3715
388	2361	3709
389	2367	3702
390	2373	3697
391	2380	3692
392	2388	3688
393	2390	3677
394	2396	3670
395	2403	3666
396	2409	3659
397	2414	3652
398	2418	3643
399	2425	3638
400	2432	3632
401	2436	3624
402	2443	3620
403	2451	3617
404	2460	3614
405	2468	3611
406	2476	3607
407	2481	3600
408	2489	3597
409	2496	3591
410	2503	3588
411	2510	3582
412	2515	3575
413	2522	3570
414	2530	3566
415	2535	3559
416	2540	3552
417	2546	3545
418	2553	3541
419	2560	3536
420	2564	3527
421	2568	3518
422	2574	3511
423	2581	3507
424	2587	3500
425	2592	3493
426	2599	3487
427	2603	3479
428	2608	3471
429	2617	3469
430	2623	3464
431	2628	3456
432	2634	3449
433	2638	3440
434	2646	3436
435	2652	3431
436	2659	3426
437	2663	3417
438	2671	3414
439	2677	3407
440	2685	3403
441	2690	3396
442	2697	3391
443	2703	3386
444	2709	3379
445	2713	3370
446	2720	3365
447	2727	3360
448	2734	3355
449	2738	3347
450	2744	3340
451	2748	3331
452	2753	3324
453	2759	3319
454	2766	3313
455	2774	3309
456	2781	3305
457	2788	3299
458	2794	3293
459	2802	3289
460	2807	3282
461	2814	3277
462	2821	3271
463	2826	3264
464	2831	3258
465	2837	3251
466	2843	3245
467	2849	3238
468	2853	3230
469	2857	3222
470	2865	3217
471	2871	3212
472	2876	3205
473	2883	3199
474	2890	3194
475	2898	3190
476	2904	3184
477	2912	3180
478	2920	3176
479	2926	3170
480	2930	3162
481	2938	3158
482	2943	3150
483	2950	3145
484	2957	3140
485	2963	3134
486	2971	3129
487	2976	3122
488	2985	3119
489	2990	3112
490	2998	3108
491	3004	3101
492	3009	3094
493	3014	3087
494	3020	3081
495	3026	3075
496	3033	3069
497	3040	3065
498	3046	3058
499	3054	3054
500	3060	3048
501	3066	3041
502	3073	3037
503	3080	3031
504	3084	3023
505	3090	3017
506	3098	3012
507	3102	3004
508	3107	2997
509	3111	2989
510	3116	2982
511	3122	2975
512	3125	2967
513	3130	2960
514	3135	2952
515	3142	2947
516	3150	2943
517	3155	2936
518	3160	2929
519	3166	2923
520	3173	2917
521	3179	2911
522	3186	2906
523	3192	2899
524	3198	2894
525	3205	2888
526	3211	2882
527	3216	2875
528	3223	2869
529	3229	2864
530	3233	2856
531	3242	2852
532	3248	2846
533	3254	2839
534	3259	2833
535	3264	2826
536	3269	2819
537	3276	2813
538	3280	2805
539	3289	2801
540	3294	2795
541	3298	2787
542	3306	2782
543	3312	2776
544	3316	2769
545	3322	2762
546	3327	2755
547	3334	2750
548	3341	2744
549	3346	2738
550	3351	2731
551	3358	2725
552	3365	2720
553	3371	2714
554	3379	2709
555	3384	2702
556	3389	2695
557	3394	2689
558	3400	2683
559	3408	2678
560	3415	2672
561	3422	2667
562	3427	2660
563	3434	2654
564	3439	2648
565	3446	2642
566	3450	2635
567	3457	2629
568	3461	2622
569	3467	2615
570	3471	2607
571	3477	2602
572	3483	2595
573	3488	2588
574	3493	2582
575	3500	2577
576	3506	2570
577	3511	2563
578	3521	2560
579	3524	2552
580	3531	2546
581	3537	2541
582	3543	2534
583	3548	2527
584	3555	2521
585	3561	2516
586	3568	2510
587	3574	2504
588	3581	2499
589	3587	2493
590	3594	2487
591	3599	2480
592	3607	2475
593	3613	2470
594	3619	2463
595	3624	2456
596	3631	2451
597	3636	2444
598	3643	2438
599	3648	2432
600	3653	2425
601	3657	2418
602	3663	2411
603	3669	2405
604	3676	2400
605	3684	2395
606	3692	2390
607	3697	2384
608	3705	2379
609	3712	2373
610	3716	2366
611	3724	2361
612	3730	2355
613	3738	2350
614	3743	2343
615	3750	2338
616	3758	2333
617	3763	2326
618	3769	2319
619	3775	2314
620	3780	2307
621	3788	2302
622	3792	2295
623	3798	2288
624	3803	2282
625	3810	2276
626	3816	2270
627	3823	2264
628	3829	2258
629	3833	2251
630	3841	2246
631	3845	2238
632	3852	2233
633	3858	2227
634	3863	2220
635	3869	2214
636	3876	2209
637	3880	2201
638	3887	2195
639	3893	2190
640	3900	2184
641	3906	2178
642	3914	2173
643	3921	2167
644	3927	2161
645	3934	2156
646	3940	2149
647	3946	2143
648	3952	2137
649	3958	2131
650	3966	2126
651	3972	2120
652	3978	2113
653	3983	2107
654	3990	2101
655	3995	2095
656	4003	2090
657	4011	2084
658	4017	2078
659	4020	2071
660	4028	2066
661	4034	2059
662	4041	2054
663	4047	2048
664	4052	2041
665	4057	2035
666	4064	2029
667	4071	2023
668	4077	2017
669	4083	2011
670	4091	2006
671	4096	1999
672	4103	1993
673	4109	1987
674	4115	1981
675	4121	1975
676	4127	1969
677	4133	1963
678	4138	1956
679	4146	1951
680	4152	1945
681	4160	1939
682	4164	1932
683	4169	1926
684	4177	1920
685	4183	1915
686	4190	1909
687	4196	1902
688	4203	1897
689	4208	1890
690	4214	1884
691	4220	1878
692	4229	1873
693	4234	1867
694	4239	1860
695	4247	1855
696	4255	1850
697	4262	1844
698	4267	1837
699	4274	1831
700	4281	1825
701	4286	1819
702	4294	1814
703	4299	1807
704	4306	1801
705	4311	1795
706	4317	1789
707	4324	1783
708	4332	1778
709	4337	1771
710	4345	1766
711	4350	1759
712	4354	1752
713	4360	1746
714	4366	1740
715	4372	1734
716	4378	1728
717	4384	1721
718	4389	1715
719	4395	1709
720	4403	1704
721	4409	1697
722	4415	1691
723	4420	1685
724	4424	1678
725	4429	1671
726	4435	1665
727	4441	1659
728	4447	1653
729	4453	1647
730	4459	1640
731	4467	1635
732	4474	1629
733	4481	1623
734	4486	1617
735	4493	1611
736	4498	1605
737	4502	1598
738	4507	1592
739	4513	1585
740	4519	1579
741	4526	1573
742	4532	1567
743	4537	1561
744	4541	1554
745	4547	1548
746	4555	1542
747	4560	1536
748	4565	1530
749	4572	1524
750	4576	1517
751	4583	1511
752	4590	1505
753	4598	1500
754	4606	1494
755	4611	1488
756	4616	1482
757	4620	1475
758	4627	1469
759	4634	1463
760	4640	1457
761	4648	1451
762	4656	1446
763	4659	1439
764	4666	1433
765	4671	1427
766	4676	1420
767	4683	1414
768	4690	1408
769	4698	1403
770	4705	1397
771	4709	1391
772	4716	1385
773	4720	1378
774	4727	1372
775	4734	1366
776	4742	1361
777	4748	1355
778	4756	1349
779	4761	1343
780	4767	1336
781	4773	1330
782	4779	1324
783	4785	1318
784	4793	1312
785	4801	1307
786	4808	1301
787	4815	1295
788	4820	1289
789	4824	1282
790	4829	1276
791	4835	1269
792	4841	1263
793	4847	1257
794	4854	1251
795	4858	1245
796	4865	1239
797	4873	1233
798	4878	1227
799	4882	1220
800	4889	1214
801	4895	1208
802	4901	1202
803	4910	1196
804	4916	1190
805	4924	1185
806	4930	1179
807	4937	1173
808	4944	1167
809	4951	1161
810	4959	1155
811	4966	1149
812	4971	1143
813	4978	1137
814	4983	1131
815	4990	1125
816	4997	1119
817	5002	1113
818	5007	1106
819	5014	1100
820	5019	1094
821	5023	1087
822	5032	1082
823	5037	1075
824	5041	1069
825	5049	1063
826	5054	1057
827	5061	1051
828	5069	1045
829	5073	1039
830	5081	1033
831	5088	1027
832	5095	1021
833	5101	1015
834	5109	1009
835	5113	1003
836	5121	997
837	5128	991
838	5133	985
839	5139	978
840	5146	973
841	5152	966
842	5156	960
843	5162	954
844	5167	947
845	5172	941
846	5176	935
847	5183	929
848	5188	922
849	5195	916
850	5201	910
851	5208	904
852	5213	898
853	5220	892
854	5227	886
855	5234	880
856	5241	874
857	5246	868
858	5252	862
859	5255	855
860	5263	849
861	5268	843
862	5275	837
863	5281	831
864	5289	825
865	5294	819
866	5302	813
867	5309	807
868	5314	801
869	5319	794
870	5327	789
871	5334	783
872	5342	777
873	5348	771
874	5353	764
875	5361	758
876	5366	752
877	5372	746
878	5378	740
879	5384	734
880	5389	728
881	5395	721
882	5399	715
883	5405	709
884	5411	703
885	5418	697
886	5422	690
887	5429	684
888	5434	678
889	5438	672
890	5446	666
891	5454	660
892	5460	654
893	5465	648
894	5470	641
895	5476	635
896	5479	629
897	5485	623
898	5490	616
899	5495	610
900	5501	604
901	5507	598
902	5511	592
903	5516	585
904	5523	579
905	5528	573
906	5534	567
907	5540	561
908	5545	555
909	5549	548
910	5557	542
911	5562	536
912	5569	530
913	5573	524
914	5579	518
915	5586	512
916	5593	506
917	5599	500
918	5604	493
919	5611	487
920	5617	481
921	5624	475
922	5630	469
923	5634	463
924	5642	457
925	5647	451
926	5655	445
927	5661	439
928	5668	433
929	5675	427
930	5680	420
931	5687	414
932	5694	408
933	5701	402
934	5707	396
935	5714	390
936	5720	384
937	5727	378
938	5732	372
939	5739	366
940	5744	360
941	5751	354
942	5756	347
943	5762	341
944	5768	335
945	5775	329
946	5783	323
947	5789	317
948	5796	311
949	5802	305
950	5809	299
951	5814	293
952	5821	287
953	5828	281
954	5835	274
955	5841	268
956	5849	262
957	5856	256
958	5863	250
959	5868	244
960	5875	238
961	5881	232
962	5887	226
963	5894	220
964	5900	213
965	5904	207
966	5908	201
967	5913	195
968	5917	189
969	5924	183
970	5931	177
971	5938	171
972	5942	164
973	5947	158
974	5953	152
975	5958	146
976	5965	140
977	5972	134
978	5978	128
979	5986	122
980	5993	116
981	5999	109
982	6004	103
983	6011	97
984	6016	91
985	6023	85
986	6027	79
987	6032	73
988	6037	67
989	6044	61
990	6049	54
991	6055	48
992	6062	42
993	6068	36
994	6073	30
995	6079	24
996	6085	18
997	6092	12
998	6096	6
999	6101	0
