iter	Passed	Remaining
199	12439	49756
200	12498	49684
201	12559	49616
202	12620	49547
203	12680	49478
204	12741	49410
205	12801	49340
206	12862	49276
207	12923	49210
208	12985	49144
209	13044	49073
210	13106	49008
211	13165	48936
212	13225	48865
213	13285	48797
214	13347	48733
215	13406	48661
216	13466	48592
217	13527	48525
218	13586	48453
219	13646	48383
220	13708	48320
221	13768	48250
222	13827	48180
223	13887	48111
224	13948	48044
225	14009	47977
226	14068	47907
227	14127	47836
228	14187	47767
229	14249	47703
230	14310	47638
231	14370	47570
232	14430	47504
233	14489	47433
234	14551	47371
235	14613	47309
236	14673	47240
237	14732	47168
238	14792	47100
239	14851	47029
240	14912	46964
241	14971	46894
242	15032	46829
243	15092	46761
244	15155	46702
245	15216	46639
246	15275	46569
247	15336	46505
248	15396	46436
249	15456	46370
250	15517	46304
251	15577	46239
252	15638	46174
253	15701	46114
254	15761	46049
255	15821	45982
256	15882	45918
257	15943	45853
258	16003	45786
259	16062	45717
260	16121	45646
261	16180	45577
262	16240	45511
263	16300	45443
264	16360	45377
265	16421	45313
266	16482	45249
267	16543	45185
268	16602	45117
269	16662	45050
270	16721	44982
271	16781	44914
272	16841	44848
273	16901	44781
274	16962	44718
275	17040	44700
276	17113	44666
277	17184	44630
278	17244	44564
279	17305	44499
280	17368	44440
281	17428	44375
282	17489	44311
283	17548	44242
284	17611	44183
285	17690	44163
286	17763	44129
287	17841	44107
288	17912	44068
289	17982	44025
290	18048	43973
291	18109	43910
292	18170	43844
293	18231	43780
294	18295	43722
295	18356	43658
296	18418	43596
297	18481	43536
298	18542	43472
299	18603	43408
300	18665	43346
301	18728	43285
302	18792	43229
303	18858	43175
304	18923	43121
305	18988	43065
306	19055	43015
307	19121	42960
308	19186	42905
309	19250	42847
310	19313	42787
311	19373	42720
312	19432	42651
313	19493	42588
314	19558	42532
315	19623	42476
316	19683	42408
317	19791	42445
318	19903	42490
319	19981	42460
320	20041	42392
321	20104	42332
322	20173	42283
323	20242	42233
324	20312	42187
325	20376	42128
326	20440	42068
327	20503	42006
328	20564	41941
329	20627	41879
330	20690	41817
331	20753	41756
332	20819	41701
333	20894	41664
334	20955	41598
335	21015	41530
336	21079	41471
337	21137	41400
338	21197	41331
339	21261	41271
340	21327	41216
341	21387	41149
342	21447	41082
343	21507	41014
344	21570	40953
345	21633	40890
346	21696	40829
347	21759	40767
348	21821	40704
349	21883	40640
350	21947	40580
351	22010	40519
352	22074	40458
353	22135	40393
354	22201	40338
355	22271	40288
356	22338	40234
357	22401	40171
358	22462	40106
359	22523	40041
360	22584	39976
361	22646	39912
362	22707	39847
363	22766	39779
364	22827	39714
365	22890	39652
366	22964	39608
367	23066	39614
368	23166	39614
369	23238	39567
370	23316	39531
371	23381	39471
372	23421	39370
373	23487	39312
374	23552	39254
375	23615	39192
376	23680	39132
377	23744	39072
378	23808	39011
379	23898	38992
380	23969	38942
381	24036	38886
382	24103	38829
383	24165	38765
384	24228	38702
385	24289	38636
386	24350	38570
387	24413	38508
388	24479	38449
389	24539	38382
390	24599	38315
391	24662	38251
392	24737	38208
393	24829	38188
394	24931	38185
395	25000	38132
396	25076	38089
397	25140	38026
398	25209	37972
399	25273	37910
400	25338	37850
401	25406	37794
402	25470	37731
403	25540	37678
404	25603	37615
405	25667	37552
406	25733	37493
407	25801	37436
408	25865	37375
409	25929	37313
410	25992	37249
411	26059	37191
412	26120	37125
413	26185	37064
414	26249	37002
415	26312	36938
416	26372	36870
417	26431	36802
418	26492	36735
419	26552	36668
420	26619	36609
421	26700	36570
422	26804	36563
423	26898	36541
424	26966	36483
425	27029	36420
426	27107	36375
427	27169	36311
428	27232	36246
429	27294	36181
430	27359	36119
431	27424	36058
432	27493	36002
433	27559	35941
434	27627	35884
435	27691	35821
436	27757	35760
437	27821	35697
438	27884	35633
439	27946	35568
440	28010	35504
441	28069	35436
442	28132	35371
443	28194	35307
444	28255	35239
445	28331	35192
446	28429	35171
447	28537	35162
448	28617	35118
449	28682	35055
450	28745	34992
451	28809	34928
452	28872	34863
453	28942	34807
454	29006	34744
455	29071	34681
456	29135	34618
457	29203	34559
458	29266	34495
459	29333	34434
460	29398	34372
461	29462	34308
462	29523	34242
463	29584	34175
464	29650	34114
465	29716	34053
466	29797	34009
467	29902	33991
468	29984	33947
469	30048	33884
470	30111	33820
471	30176	33756
472	30244	33697
473	30320	33646
474	30383	33582
475	30452	33523
476	30516	33458
477	30585	33400
478	30650	33337
479	30713	33273
480	30777	33209
481	30841	33145
482	30906	33081
483	30970	33017
484	31032	32952
485	31097	32889
486	31174	32838
487	31290	32829
488	31386	32798
489	31451	32735
490	31521	32676
491	31598	32626
492	31662	32561
493	31725	32496
494	31789	32431
495	31853	32366
496	31893	32278
497	31960	32217
498	32026	32155
499	32088	32088
500	32153	32024
501	32217	31960
502	32284	31899
503	32347	31834
504	32411	31769
505	32477	31706
506	32541	31642
507	32606	31579
508	32672	31516
509	32736	31452
510	32799	31387
511	32864	31323
512	32923	31254
513	32983	31186
514	33044	31119
515	33107	31054
516	33172	30991
517	33234	30924
518	33297	30859
519	33361	30794
520	33431	30736
521	33532	30705
522	33637	30678
523	33708	30620
524	33773	30556
525	33840	30494
526	33918	30442
527	33980	30376
528	34048	30315
529	34112	30250
530	34177	30186
531	34239	30120
532	34302	30054
533	34367	29990
534	34430	29925
535	34497	29863
536	34569	29805
537	34636	29743
538	34705	29682
539	34772	29621
540	34838	29558
541	34907	29497
542	34975	29436
543	35037	29369
544	35101	29304
545	35167	29241
546	35231	29177
547	35298	29114
548	35365	29052
549	35439	28995
550	35507	28934
551	35574	28871
552	35641	28809
553	35703	28742
554	35768	28679
555	35833	28614
556	35893	28547
557	35952	28478
558	36015	28412
559	36083	28351
560	36165	28300
561	36239	28243
562	36309	28183
563	36388	28129
564	36472	28080
565	36545	28022
566	36611	27959
567	36680	27898
568	36749	27836
569	36811	27770
570	36871	27701
571	36933	27635
572	37000	27572
573	37059	27504
574	37119	27436
575	37180	27369
576	37243	27303
577	37314	27243
578	37375	27176
579	37437	27110
580	37497	27042
581	37558	26974
582	37616	26906
583	37678	26839
584	37737	26771
585	37799	26704
586	37860	26637
587	37919	26569
588	37979	26501
589	38039	26433
590	38099	26366
591	38159	26299
592	38219	26231
593	38282	26166
594	38320	26083
595	38385	26020
596	38448	25954
597	38507	25886
598	38567	25818
599	38627	25751
600	38687	25684
601	38746	25616
602	38806	25549
603	38868	25483
604	38927	25415
605	38988	25348
606	39047	25281
607	39107	25213
608	39168	25147
609	39229	25081
610	39290	25014
611	39351	24948
612	39411	24881
613	39470	24813
614	39530	24746
615	39591	24680
616	39650	24612
617	39709	24545
618	39768	24478
619	39829	24411
620	39888	24344
621	39949	24277
622	40008	24210
623	40068	24143
624	40129	24077
625	40188	24010
626	40247	23943
627	40308	23877
628	40368	23810
629	40428	23743
630	40489	23677
631	40550	23611
632	40612	23545
633	40671	23479
634	40732	23413
635	40793	23347
636	40853	23280
637	40912	23213
638	40972	23146
639	41032	23080
640	41092	23014
641	41153	22948
642	41214	22882
643	41274	22816
644	41333	22749
645	41393	22683
646	41453	22616
647	41513	22550
648	41573	22484
649	41633	22418
650	41693	22351
651	41754	22286
652	41814	22219
653	41891	22162
654	41970	22106
655	42029	22039
656	42088	21972
657	42149	21907
658	42208	21840
659	42270	21775
660	42329	21709
661	42389	21642
662	42449	21577
663	42509	21510
664	42568	21444
665	42629	21378
666	42690	21313
667	42751	21247
668	42812	21182
669	42873	21116
670	42933	21051
671	42994	20985
672	43054	20919
673	43114	20853
674	43173	20787
675	43233	20721
676	43291	20654
677	43350	20588
678	43409	20522
679	43469	20456
680	43527	20389
681	43589	20324
682	43648	20258
683	43707	20192
684	43768	20127
685	43827	20060
686	43886	19994
687	43946	19929
688	44006	19863
689	44067	19798
690	44125	19731
691	44186	19666
692	44247	19601
693	44307	19536
694	44367	19470
695	44427	19404
696	44492	19341
697	44552	19276
698	44613	19211
699	44674	19146
700	44734	19080
701	44793	19015
702	44854	18949
703	44915	18885
704	44975	18819
705	45035	18754
706	45095	18689
707	45155	18623
708	45219	18559
709	45280	18494
710	45340	18429
711	45400	18364
712	45461	18299
713	45520	18233
714	45581	18168
715	45641	18103
716	45699	18037
717	45759	17972
718	45819	17907
719	45879	17841
720	45938	17776
721	45997	17711
722	46058	17646
723	46120	17582
724	46184	17518
725	46222	17444
726	46283	17380
727	46342	17314
728	46401	17249
729	46461	17184
730	46521	17119
731	46579	17053
732	46638	16988
733	46698	16923
734	46759	16858
735	46819	16793
736	46878	16728
737	46938	16663
738	46997	16598
739	47058	16533
740	47119	16469
741	47180	16404
742	47239	16339
743	47298	16274
744	47357	16209
745	47417	16144
746	47477	16080
747	47537	16015
748	47601	15952
749	47661	15887
750	47720	15822
751	47780	15757
752	47841	15692
753	47900	15628
754	47961	15563
755	48022	15499
756	48082	15434
757	48142	15369
758	48201	15305
759	48262	15240
760	48323	15176
761	48382	15111
762	48443	15047
763	48503	14982
764	48564	14918
765	48624	14853
766	48662	14782
767	48721	14718
768	48780	14653
769	48840	14588
770	48900	14524
771	48962	14460
772	49023	14396
773	49083	14331
774	49142	14267
775	49203	14203
776	49262	14138
777	49324	14074
778	49384	14010
779	49444	13945
780	49503	13881
781	49563	13816
782	49622	13752
783	49682	13688
784	49742	13623
785	49803	13559
786	49863	13495
787	49925	13431
788	49985	13367
789	50045	13303
790	50105	13239
791	50167	13175
792	50227	13111
793	50288	13047
794	50348	12983
795	50409	12919
796	50470	12855
797	50533	12791
798	50592	12727
799	50652	12663
800	50712	12598
801	50772	12534
802	50831	12470
803	50891	12406
804	50950	12341
805	51010	12277
806	51068	12213
807	51129	12149
808	51189	12085
809	51250	12021
810	51310	11957
811	51371	11894
812	51430	11829
813	51491	11765
814	51551	11701
815	51611	11637
816	51671	11574
817	51730	11509
818	51790	11445
819	51850	11381
820	51909	11317
821	51968	11253
822	52027	11189
823	52087	11125
824	52147	11061
825	52208	10997
826	52268	10934
827	52327	10870
828	52388	10806
829	52448	10742
830	52508	10678
831	52567	10614
832	52628	10550
833	52688	10487
834	52747	10423
835	52808	10359
836	52867	10295
837	52927	10231
838	52987	10168
839	53047	10104
840	53107	10040
841	53168	9976
842	53227	9913
843	53287	9849
844	53347	9785
845	53407	9721
846	53468	9658
847	53527	9594
848	53587	9530
849	53649	9467
850	53709	9403
851	53773	9340
852	53833	9277
853	53891	9213
854	53952	9149
855	54011	9086
856	54072	9022
857	54131	8958
858	54192	8895
859	54254	8832
860	54312	8768
861	54374	8704
862	54434	8641
863	54495	8577
864	54553	8514
865	54613	8450
866	54673	8387
867	54733	8323
868	54793	8260
869	54853	8196
870	54913	8132
871	54972	8069
872	55034	8006
873	55095	7942
874	55156	7879
875	55217	7816
876	55277	7752
877	55337	7689
878	55397	7625
879	55457	7562
880	55516	7498
881	55578	7435
882	55639	7372
883	55698	7308
884	55759	7245
885	55817	7181
886	55876	7118
887	55937	7055
888	55995	6991
889	56055	6928
890	56115	6864
891	56174	6801
892	56236	6738
893	56295	6674
894	56355	6611
895	56415	6548
896	56475	6484
897	56536	6421
898	56597	6358
899	56656	6295
900	56716	6231
901	56776	6168
902	56836	6105
903	56896	6042
904	56957	5978
905	57018	5915
906	57082	5852
907	57148	5790
908	57209	5727
909	57270	5664
910	57331	5600
911	57390	5537
912	57449	5474
913	57509	5411
914	57570	5348
915	57632	5285
916	57692	5221
917	57753	5158
918	57814	5095
919	57875	5032
920	57936	4969
921	57995	4906
922	58054	4843
923	58114	4779
924	58173	4716
925	58234	4653
926	58295	4590
927	58355	4527
928	58415	4464
929	58475	4401
930	58533	4338
931	58594	4275
932	58655	4212
933	58716	4149
934	58776	4086
935	58837	4023
936	58875	3958
937	58935	3895
938	58995	3832
939	59055	3769
940	59114	3706
941	59174	3643
942	59235	3580
943	59295	3517
944	59353	3454
945	59413	3391
946	59473	3328
947	59534	3265
948	59593	3202
949	59652	3139
950	59712	3076
951	59772	3013
952	59830	2950
953	59869	2886
954	59928	2823
955	59987	2760
956	60047	2698
957	60107	2635
958	60167	2572
959	60226	2509
960	60286	2446
961	60348	2383
962	60409	2321
963	60468	2258
964	60527	2195
965	60589	2132
966	60649	2069
967	60710	2006
968	60770	1944
969	60829	1881
970	60904	1818
971	60980	1756
972	61041	1693
973	61100	1631
974	61160	1568
975	61221	1505
976	61282	1442
977	61341	1379
978	61402	1317
979	61461	1254
980	61521	1191
981	61581	1128
982	61641	1066
983	61700	1003
984	61760	940
985	61819	877
986	61879	815
987	61905	751
988	61966	689
989	62025	626
990	62085	563
991	62145	501
992	62206	438
993	62265	375
994	62325	313
995	62385	250
996	62445	187
997	62504	125
998	62564	62
999	62624	0
